Movie_Length_Bin,Genre_cluster,Inflated_revenue,propensity_score,propensity_score_z
Very Long,Parody/Black-and-white,44399928.31743552,129176375.32519253,0.4275771858378465
Long,Short Film/Adventure,51512431.243124306,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,1396006006.3246486,301516630.9709455,0.9999999999999999
Long,Comedy film/Comedy,29866346.460941087,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,25399713.26269841,116217403.65125443,0.384534363332749
Long,Indie/Black-and-white,756990.3298913043,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,235931534.30149457,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,29187084.29256128,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,13198816.895883534,129176375.32519253,0.4275771858378465
Long,Drama/Action,51737183.92349486,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,22941099.769938644,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,229522.138735279,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,243220033.78378373,134400284.6041544,0.4449282384934588
Long,Action/Crime Thriller,93984454.02823529,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,21191587.473447185,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,10880046.735604838,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,74387224.08026756,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,87519748.4690988,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,630998.2931595092,134400284.6041544,0.4449282384934588
Long,Drama/Action,14144759.758469682,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,23934609.665427506,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,45558332.525404856,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,323054.022887324,90956139.43037148,0.3006298576765983
Long,Science Fiction/Comedy film,33726040.8921933,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,31613966.049382713,107590124.64826033,0.35587912369096164
Long,Drama/Action,109445585.33136955,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,83099567.90123455,199264501.40603396,0.6603727229003783
Long,Drama/Action,24135766.535258524,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,48441173.6455241,199264501.40603396,0.6603727229003783
Long,Comedy film/Comedy,42508665.107913665,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,26036921.708185047,116217403.65125443,0.384534363332749
Long,Drama/Action,67378131.12864076,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,25036525.64266303,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,161464.46867817498,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,357127239.39277923,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,95322515.05408162,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,140453038.3211679,134400284.6041544,0.4449282384934588
Long,Romantic drama/Drama,101747437.27598566,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,122329132.41487855,134400284.6041544,0.4449282384934588
Long,Science Fiction/Comedy film,46200816.266602926,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,65908166.10792078,107590124.64826033,0.35587912369096164
Long,Action/Crime Thriller,3346674.347204969,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,47314770.5533871,119486539.53913563,0.3953926967952801
Long,Parody/Black-and-white,1275439.7564319745,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,37162539.68253968,129176375.32519253,0.4275771858378465
Long,Science Fiction/Comedy film,34916952.54133558,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,21322897.89981343,107590124.64826033,0.35587912369096164
Long,Indie/Black-and-white,1601236.5735863093,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,40107263.81852552,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,1187338.2625625345,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,31404472.635151614,90956139.43037148,0.3006298576765983
Long,Period piece/World cinema,96031057.0187992,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,8241088.111031276,121768933.49534872,0.40297359753461576
Long,Period piece/World cinema,105019519.80131578,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,6226296.574868766,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,29820586.17305433,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,24861468.44660194,90956139.43037148,0.3006298576765983
Long,Drama/Action,25805052.36486486,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,795410012.584172,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,33860909.09090909,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,38164096.58178275,124154737.39044231,0.41089797117878446
Long,Psychological thriller/Mystery,61756813.2439257,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,199522602.5261059,124154737.39044231,0.41089797117878446
Long,Period piece/World cinema,10146214.323104838,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,186872165.76593864,121768933.49534872,0.40297359753461576
Long,Drama/Action,1618151.6313288712,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,10449726.270619374,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,30799904.008965895,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,158155.19159045623,90956139.43037148,0.3006298576765983
Long,Drama/Action,4710377.693195113,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,4226081.834355827,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,156537423.2326087,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,56009063.315607466,134400284.6041544,0.4449282384934588
Long,Drama/Action,4507337.733773377,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,49434966.21621621,199264501.40603396,0.6603727229003783
Long,History/Indie,214129.81807834396,30763577.417190842,0.10070212976351796
Very Long,History/Indie,1799982.356768905,107153239.04546267,0.35442802171085075
Long,Romantic drama/Drama,157542381.38686132,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,15622153.02491103,134400284.6041544,0.4449282384934588
Long,Period piece/World cinema,116003683.31018631,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,552580249.0388888,121768933.49534872,0.40297359753461576
Long,Drama/Action,106736863.57821599,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,358069278.82056916,199264501.40603396,0.6603727229003783
Long,Science Fiction/Comedy film,19488300.77598684,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,141693001.77437994,107590124.64826033,0.35587912369096164
Long,Indie/Black-and-white,29918262.081784382,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,4186988.9126016255,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,11921710.470151143,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,196421599.0990991,119486539.53913563,0.3953926967952801
Long,Short Film/Adventure,114535273.80611852,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,166970230.48698884,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,24226407.28476821,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,650929280.7021551,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,4286992.485236219,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,16565377.358490564,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,20928876.787862487,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,44113437.5,124154737.39044231,0.41089797117878446
Long,Short Film/Adventure,1292671.7944265993,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,560317424.2424242,301516630.9709455,0.9999999999999999
Long,Psychological thriller/Mystery,182750323.3695652,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,104603594.37751003,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,54396840.14869888,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,5481634.749138409,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,14921.060593792172,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,1771145761.8503065,134400284.6041544,0.4449282384934588
Long,Period piece/World cinema,24967479.323613703,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,4173713.678891336,121768933.49534872,0.40297359753461576
Long,Psychological thriller/Mystery,13844256.288123414,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,156448336.68982783,124154737.39044231,0.41089797117878446
Long,Action/Crime Thriller,1505504.2087632646,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,261689063.5243145,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,72244.96863354037,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,346850364.9508333,90956139.43037148,0.3006298576765983
Long,Drama/Action,20114242.785460122,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,506571418.9517658,199264501.40603396,0.6603727229003783
Long,Drama/Action,217942484.7903871,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,1001727173.7800348,199264501.40603396,0.6603727229003783
Long,Parody/Black-and-white,200007535.78235292,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,319247369.6509683,129176375.32519253,0.4275771858378465
Long,Period piece/World cinema,374783.4117816092,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,4896786.417322834,121768933.49534872,0.40297359753461576
Long,Short Film/Adventure,64028569.873199485,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,136773211.96472389,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,33130754.716981128,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,6710546.832006455,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,5340935.860677783,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,23019689.56656022,119486539.53913563,0.3953926967952801
Long,Romantic drama/Drama,20442812.5,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,551594615.5407065,134400284.6041544,0.4449282384934588
Long,Short Film/Adventure,108793680.29739776,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,210313310.48095238,301516630.9709455,0.9999999999999999
Long,Psychological thriller/Mystery,21309830.097087376,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,2415796.859522324,124154737.39044231,0.41089797117878446
Long,Short Film/Adventure,421346637.7341235,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,1283593010.1565878,301516630.9709455,0.9999999999999999
Long,Short Film/Adventure,652456484.9084356,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,227647640.02235773,301516630.9709455,0.9999999999999999
Long,History/Indie,75726.59734684459,30763577.417190842,0.10070212976351796
Very Long,History/Indie,54872.81249999999,107153239.04546267,0.35442802171085075
Long,Romantic drama/Drama,282695705.62108016,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,46010448.795647666,134400284.6041544,0.4449282384934588
Long,Romantic drama/Drama,3374562.940721997,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,642382.079985119,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,2294755.101277584,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,17942369.590762783,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,36604469.87461956,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,34382095.40609319,119486539.53913563,0.3953926967952801
Long,Romantic drama/Drama,161027891.19696972,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,51518300.68196505,134400284.6041544,0.4449282384934588
Long,Romantic drama/Drama,8496171.944550669,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,66923805.76836266,134400284.6041544,0.4449282384934588
Long,Psychological thriller/Mystery,30027872.151606426,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,126381472.98303095,124154737.39044231,0.41089797117878446
Long,Period piece/World cinema,3124313.667570093,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,21265588.23529412,121768933.49534872,0.40297359753461576
Long,Psychological thriller/Mystery,8973453.210946575,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,369097150.1600518,124154737.39044231,0.41089797117878446
Long,Period piece/World cinema,3035500.6970588234,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,143870290.2275013,121768933.49534872,0.40297359753461576
Long,Period piece/World cinema,6068.4469825304395,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,283707234.3858823,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,4207533.890375361,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,37864940.54923517,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,13648479.456598274,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,212411118.38862902,124154737.39044231,0.41089797117878446
Long,Period piece/World cinema,24210259.412746113,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,1984105.2594505693,121768933.49534872,0.40297359753461576
Long,Romantic drama/Drama,212713.50383435583,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,23229342.76125328,134400284.6041544,0.4449282384934588
Long,Action/Crime Thriller,93109037.89354838,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,22212106.6184669,119486539.53913563,0.3953926967952801
